datetime,unix,date,symbol,open,high,low,close,Volume BTC,Volume USDT,tradecount
2020-04-01 14:00:00,1585749600.0,2020-04-01 02-PM,BTC/USDT,6206.39,6260.73,6199.0,6251.13,3685.06,22980081.89,
2020-04-01 15:00:00,1585753200.0,2020-04-01 03-PM,BTC/USDT,6251.13,6258.43,6215.01,6230.09,2774.81,17304376.94,
2020-04-01 16:00:00,1585756800.0,2020-04-01 04-PM,BTC/USDT,6230.09,6230.09,6150.11,6182.38,4617.68,28567855.41,
2020-04-01 17:00:00,1585760400.0,2020-04-01 05-PM,BTC/USDT,6182.38,6212.0,6165.07,6194.57,2414.86,14954125.29,
2020-04-01 18:00:00,1585764000.0,2020-04-01 06-PM,BTC/USDT,6194.57,6220.0,6184.32,6186.86,1801.09,11169927.83,
2020-04-01 19:00:00,1585767600.0,2020-04-01 07-PM,BTC/USDT,6186.86,6212.96,6164.28,6200.81,2408.94,14911743.43,
2020-04-01 20:00:00,1585771200.0,2020-04-01 08-PM,BTC/USDT,6200.81,6380.0,6193.1,6337.0,6818.83,42943391.47,
2020-04-01 21:00:00,1585774800.0,2020-04-01 09-PM,BTC/USDT,6337.0,6400.0,6332.6,6354.0,4350.74,27707253.72,
2020-04-01 22:00:00,1585778400.0,2020-04-01 10-PM,BTC/USDT,6354.0,6594.97,6352.52,6520.75,12176.84,79178804.71,
2020-04-01 23:00:00,1585782000.0,2020-04-01 11-PM,BTC/USDT,6520.75,6679.94,6500.0,6642.92,11238.43,74251959.43,
2020-04-02 00:00:00,1585785600.0,2020-04-02 12-AM,BTC/USDT,6642.92,6744.0,6580.0,6617.76,9703.86,64594191.42,
2020-04-02 01:00:00,1585789200.0,2020-04-02 01-AM,BTC/USDT,6617.76,6639.23,6551.0,6566.08,4225.67,27924476.24,
2020-04-02 02:00:00,1585792800.0,2020-04-02 02-AM,BTC/USDT,6566.08,6617.48,6563.96,6604.93,2907.4,19173527.38,
